"Function / Call Stack","CPU Time","Clockticks","Instructions Retired","CPI Rate","Retiring","Front-End Bound","Bad Speculation","Back-End Bound","Retiring","Front-End Bound","Bad Speculation","Back-End Bound","Back-End Bound Auxiliary","Average CPU Frequency","Module","Function (Full)","Source File","Start Address"
"func@0x14030de30","9.99996e-05","537600","0","","0","0","1","0","0","0","0","0","0","5.37602e+09","ntoskrnl.exe","func@0x14030de30","[Unknown]","0x14030de30"
"func@0x14027ee20","9.99996e-05","806400","537600","1.5","0","0","1","0","0","0","0","0","0","8.06404e+09","ntoskrnl.exe","func@0x14027ee20","[Unknown]","0x14027ee20"
"func@0x1402e168d","9.99996e-05","0","268800","0","0","0","1","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x1402e168d","[Unknown]","0x1402e168d"
"func@0x1402a0cf0","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x1402a0cf0","[Unknown]","0x1402a0cf0"
"func@0x140311be0","9.99996e-05","1344000","0","","0","0.1","0.9","0","0","0","0","0","0","1.34401e+10","ntoskrnl.exe","func@0x140311be0","[Unknown]","0x140311be0"
"func@0x1403fd040","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x1403fd040","[Unknown]","0x1403fd040"
"func@0x1408b2ba4","9.99996e-05","806400","1344000","0.6","0","","","0","0","0","0","0","0","8.06404e+09","ntoskrnl.exe","func@0x1408b2ba4","[Unknown]","0x1408b2ba4"
"func@0x1403cf431","9.99996e-05","537600","268800","2","0","0","1","0","0","0","0","0","0","5.37602e+09","ntoskrnl.exe","func@0x1403cf431","[Unknown]","0x1403cf431"
"func@0x1404029e0","9.99996e-05","537600","1612800","0.333333","0","","","0","0","0","0","0","0","5.37602e+09","ntoskrnl.exe","func@0x1404029e0","[Unknown]","0x1404029e0"
"func@0x1400a6730","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","igdkmdn64.sys","func@0x1400a6730","[Unknown]","0x1400a6730"
"func@0x14044a74c","9.99996e-05","268800","0","","0","0","1","0","0","0","0","0","0","2.68801e+09","ntoskrnl.exe","func@0x14044a74c","[Unknown]","0x14044a74c"
"func@0x1402bd6c7","9.99996e-05","268800","268800","1","0","0","1","0","0","0","0","0","0","2.68801e+09","ntoskrnl.exe","func@0x1402bd6c7","[Unknown]","0x1402bd6c7"
"func@0x14034c307","9.99996e-05","268800","0","","0","0","1","0","0","0","0","0","0","2.68801e+09","ntoskrnl.exe","func@0x14034c307","[Unknown]","0x14034c307"
"func@0x14016b340","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","igdkmdn64.sys","func@0x14016b340","[Unknown]","0x14016b340"
"ExAcquireAutoExpandPushLockShared","9.99996e-05","537600","3225600","0.166667","0","0","1","0","0","0","0","0","0","5.37602e+09","ntoskrnl.exe","ExAcquireAutoExpandPushLockShared","[Unknown]","0x1403229f0"
"func@0x140307bc0","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x140307bc0","[Unknown]","0x140307bc0"
"func@0x140351610","9.99996e-05","1612800","1881600","0.857143","0","","","0","0","0","0","0","0","1.61281e+10","ntoskrnl.exe","func@0x140351610","[Unknown]","0x140351610"
"func@0x14008c720","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","netwtw10.sys","func@0x14008c720","[Unknown]","0x14008c720"
"KeIsSubsetAffinityEx","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","ntoskrnl.exe","KeIsSubsetAffinityEx","[Unknown]","0x140286c30"
"IoFreeMdl","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","ntoskrnl.exe","IoFreeMdl","[Unknown]","0x14030d370"
"func@0x140996ee0","9.99996e-05","268800","0","","0","0","1","0","0","0","0","0","0","2.68801e+09","ntoskrnl.exe","func@0x140996ee0","[Unknown]","0x140996ee0"
"func@0x140312b44","9.99996e-05","268800","268800","1","0","0","1","0","0","0","0","0","0","2.68801e+09","ntoskrnl.exe","func@0x140312b44","[Unknown]","0x140312b44"
"func@0x1403236e0","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","netwtw10.sys","func@0x1403236e0","[Unknown]","0x1403236e0"
"func@0x1401413c0","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","netwtw10.sys","func@0x1401413c0","[Unknown]","0x1401413c0"
"func@0x140149700","9.99996e-05","268800","0","","0","","","0","0","0","0","0","0","2.68801e+09","igdkmdn64.sys","func@0x140149700","[Unknown]","0x140149700"
"func@0x1408bc970","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x1408bc970","[Unknown]","0x1408bc970"
"func@0x140038230","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","netwtw10.sys","func@0x140038230","[Unknown]","0x140038230"
"func@0x1402628a1","9.99996e-05","0","537600","0","0","0","1","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x1402628a1","[Unknown]","0x1402628a1"
"std::_Default_allocator_traits<std::allocator<Pixel> >::destroy","9.99996e-05","268800","268800","1","","","","0","0","0","0","0","0","2.68801e+09","kip_sequential_profile.exe","std::_Default_allocator_traits<std::allocator<Pixel> >::destroy","xmemory","0x1400217e0"
"func@0x1403de9f0","9.99996e-05","268800","0","","0","","","0","0","0","0","0","0","2.68801e+09","ntoskrnl.exe","func@0x1403de9f0","[Unknown]","0x1403de9f0"
"func@0x1403954d0","9.99996e-05","0","537600","0","0","0","1","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x1403954d0","[Unknown]","0x1403954d0"
"std::vector<std::vector<Pixel,std::allocator<Pixel> >,std::allocator<std::vector<Pixel,std::allocator<Pixel> > > >::~vector","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","kip_sequential_profile.exe","std::vector<std::vector<Pixel,std::allocator<Pixel> >,std::allocator<std::vector<Pixel,std::allocator<Pixel> > > >::~vector","vector","0x14000bb95"
"KeAddGroupAffinityEx","9.99996e-05","0","268800","0","0","0","1","0","0","0","0","0","0","0","ntoskrnl.exe","KeAddGroupAffinityEx","[Unknown]","0x14022b2a0"
"func@0x1c0196650","9.99996e-05","0","268800","0","0","","","0","0","0","0","0","0","0","ntfs.sys","func@0x1c0196650","[Unknown]","0x1c0196650"
"func@0x1c0011246","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","fltmgr.sys","func@0x1c0011246","[Unknown]","0x1c0011246"
"std::vector<std::vector<Pixel,std::allocator<Pixel> >,std::allocator<std::vector<Pixel,std::allocator<Pixel> > > >::~vector","9.99996e-05","268800","537600","0.5","0","0","1","0","0","0","0","0","0","2.68801e+09","kip_sequential_profile.exe","std::vector<std::vector<Pixel,std::allocator<Pixel> >,std::allocator<std::vector<Pixel,std::allocator<Pixel> > > >::~vector","vector","0x14002243f"
"func@0x140289d7c","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x140289d7c","[Unknown]","0x140289d7c"
"func@0x14043af20","9.99996e-05","268800","1075200","0.25","0","0","1","0","0","0","0","0","0","2.68801e+09","ntoskrnl.exe","func@0x14043af20","[Unknown]","0x14043af20"
"std::vector<std::vector<Pixel,std::allocator<Pixel> >,std::allocator<std::vector<Pixel,std::allocator<Pixel> > > >::~vector","9.99996e-05","0","537600","0","0","","","0","0","0","0","0","0","0","kip_sequential_profile.exe","std::vector<std::vector<Pixel,std::allocator<Pixel> >,std::allocator<std::vector<Pixel,std::allocator<Pixel> > > >::~vector","vector","0x140022512"
"RtlSetEnvironmentVar","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","ntdll.dll","RtlSetEnvironmentVar","[Unknown]","0x1800b5230"
"func@0x1c000b129","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","fltmgr.sys","func@0x1c000b129","[Unknown]","0x1c000b129"
"func@0x1c0057340","9.99996e-05","806400","537600","1.5","","","","0","0","0","0","0","0","8.06404e+09","ntfs.sys","func@0x1c0057340","[Unknown]","0x1c0057340"
"func@0x1c003a517","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","ntfs.sys","func@0x1c003a517","[Unknown]","0x1c003a517"
"func@0x1402c6960","9.99996e-05","537600","0","","0","0","1","0","0","0","0","0","0","5.37602e+09","ntoskrnl.exe","func@0x1402c6960","[Unknown]","0x1402c6960"
"func@0x1c0033200","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","ntfs.sys","func@0x1c0033200","[Unknown]","0x1c0033200"
"RtlFreeHeap","9.99996e-05","268800","1344000","0.2","0.1","0.1","0.3","0.5","0","0","0","0","0","2.68801e+09","ntdll.dll","RtlFreeHeap","[Unknown]","0x180095310"
"std::vector<Pixel,std::allocator<Pixel> >::operator[]","9.99996e-05","806400","2419200","0.333333","","","","0","0","0","0","0","0","8.06404e+09","kip_sequential_profile.exe","std::vector<Pixel,std::allocator<Pixel> >::operator[]","vector","0x14000baa4"
"func@0x1c011bbaa","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","ntfs.sys","func@0x1c011bbaa","[Unknown]","0x1c011bbaa"
"func@0x1c018f6d0","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","ntfs.sys","func@0x1c018f6d0","[Unknown]","0x1c018f6d0"
"func@0x1404953b4","9.99996e-05","0","806400","0","0","","","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x1404953b4","[Unknown]","0x1404953b4"
"NtFreeVirtualMemory","9.99996e-05","806400","268800","3","0","0","1","0","0","0","0","0","0","8.06404e+09","ntdll.dll","NtFreeVirtualMemory","[Unknown]","0x180162180"
"func@0x1c011d9c0","9.99996e-05","0","0","0","0","","","0","0","0","0","0","0","0","ntfs.sys","func@0x1c011d9c0","[Unknown]","0x1c011d9c0"
"func@0x1403cbe34","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x1403cbe34","[Unknown]","0x1403cbe34"
"func@0x1406ad370","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x1406ad370","[Unknown]","0x1406ad370"
"func@0x1403cb9fc","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x1403cb9fc","[Unknown]","0x1403cb9fc"
"func@0x140295a10","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x140295a10","[Unknown]","0x140295a10"
"func@0x1c01490ca","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","ntfs.sys","func@0x1c01490ca","[Unknown]","0x1c01490ca"
"func@0x1c02991e0","9.99996e-05","0","268800","0","0","0","1","0","0","0","0","0","0","0","ntfs.sys","func@0x1c02991e0","[Unknown]","0x1c02991e0"
"KeIsEqualAffinityEx","9.99996e-05","537600","537600","1","0","0","1","0","0","0","0","0","0","5.37602e+09","ntoskrnl.exe","KeIsEqualAffinityEx","[Unknown]","0x140280a20"
"func@0x1c011df10","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","ntfs.sys","func@0x1c011df10","[Unknown]","0x1c011df10"
"func@0x1c0010fe3","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","fltmgr.sys","func@0x1c0010fe3","[Unknown]","0x1c0010fe3"
"std::_Adjust_manually_vector_aligned","9.99996e-05","806400","268800","3","0","","","0","0","0","0","0","0","8.06404e+09","kip_sequential_profile.exe","std::_Adjust_manually_vector_aligned","xmemory","0x1400217a0"
"func@0x1c0121ad0","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","ntfs.sys","func@0x1c0121ad0","[Unknown]","0x1c0121ad0"
"func@0x1800da6eb","9.99996e-05","268800","268800","1","0","0","1","0","0","0","0","0","0","2.68801e+09","ntdll.dll","func@0x1800da6eb","[Unknown]","0x1800da6eb"
"func@0x1c012ff40","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","ntfs.sys","func@0x1c012ff40","[Unknown]","0x1c012ff40"
"func@0x1c01fc240","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","ntfs.sys","func@0x1c01fc240","[Unknown]","0x1c01fc240"
"func@0x14041773b","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x14041773b","[Unknown]","0x14041773b"
"func@0x1403d0c50","9.99996e-05","268800","806400","0.333333","0","","","0","0","0","0","0","0","2.68801e+09","ntoskrnl.exe","func@0x1403d0c50","[Unknown]","0x1403d0c50"
"func@0x14032e038","9.99996e-05","268800","0","","0","0","1","0","0","0","0","0","0","2.68801e+09","ntoskrnl.exe","func@0x14032e038","[Unknown]","0x14032e038"
"func@0x1400cdaa0","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","iastorvd.sys","func@0x1400cdaa0","[Unknown]","0x1400cdaa0"
"func@0x1c0057100","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","ntfs.sys","func@0x1c0057100","[Unknown]","0x1c0057100"
"func@0x1c018e640","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","ntfs.sys","func@0x1c018e640","[Unknown]","0x1c018e640"
"func@0x1404f74c4","9.99996e-05","0","268800","0","0","0","1","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x1404f74c4","[Unknown]","0x1404f74c4"
"func@0x1c0035020","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","dxgkrnl.sys","func@0x1c0035020","[Unknown]","0x1c0035020"
"func@0x1403cef54","9.99996e-05","268800","806400","0.333333","0","0","1","0","0","0","0","0","0","2.68801e+09","ntoskrnl.exe","func@0x1403cef54","[Unknown]","0x1403cef54"
"func@0x1c0121da0","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","ntfs.sys","func@0x1c0121da0","[Unknown]","0x1c0121da0"
"func@0x1403b3b4b","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x1403b3b4b","[Unknown]","0x1403b3b4b"
"KeIsEmptyAffinityEx","9.99996e-05","268800","1075200","0.25","","","","0","0","0","0","0","0","2.68801e+09","ntoskrnl.exe","KeIsEmptyAffinityEx","[Unknown]","0x140436110"
"func@0x140351745","9.99996e-05","268800","0","","0","0","1","0","0","0","0","0","0","2.68801e+09","ntoskrnl.exe","func@0x140351745","[Unknown]","0x140351745"
"func@0x140302170","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x140302170","[Unknown]","0x140302170"
"func@0x1c011e052","9.99996e-05","806400","1881600","0.428571","","0","","0","0","0","0","0","0","8.06404e+09","ntfs.sys","func@0x1c011e052","[Unknown]","0x1c011e052"
"func@0x1400f7610","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","iastorvd.sys","func@0x1400f7610","[Unknown]","0x1400f7610"
"RtlUnicodeToMultiByteN","9.99996e-05","537600","268800","2","0","0","1","0","0","0","0","0","0","5.37602e+09","ntdll.dll","RtlUnicodeToMultiByteN","[Unknown]","0x18006a400"
"func@0x1402c945b","9.99996e-05","268800","0","","0","0","1","0","0","0","0","0","0","2.68801e+09","ntoskrnl.exe","func@0x1402c945b","[Unknown]","0x1402c945b"
"func@0x1c000df00","9.99996e-05","806400","0","","","0","","0","0","0","0","0","0","8.06404e+09","ntfs.sys","func@0x1c000df00","[Unknown]","0x1c000df00"
"func@0x1c0012db0","9.99996e-05","806400","268800","3","0","0","1","0","0","0","0","0","0","8.06404e+09","ntfs.sys","func@0x1c0012db0","[Unknown]","0x1c0012db0"
"func@0x1404bb9b8","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x1404bb9b8","[Unknown]","0x1404bb9b8"
"func@0x140226510","9.99996e-05","0","268800","0","","0","","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x140226510","[Unknown]","0x140226510"
"func@0x1400e0fdf","9.99996e-05","268800","0","","0","","","0","0","0","0","0","0","2.68801e+09","netwtw10.sys","func@0x1400e0fdf","[Unknown]","0x1400e0fdf"
"func@0x1c017e4e0","9.99996e-05","0","268800","0","","0","","0","0","0","0","0","0","0","ntfs.sys","func@0x1c017e4e0","[Unknown]","0x1c017e4e0"
"func@0x1400f7810","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","iastorvd.sys","func@0x1400f7810","[Unknown]","0x1400f7810"
"func@0x1403cb9d0","9.99996e-05","268800","537600","0.5","0","","","0","0","0","0","0","0","2.68801e+09","ntoskrnl.exe","func@0x1403cb9d0","[Unknown]","0x1403cb9d0"
"func@0x1c000b724","9.99996e-05","0","268800","0","0","0","1","0","0","0","0","0","0","0","fltmgr.sys","func@0x1c000b724","[Unknown]","0x1c000b724"
"FltReleasePushLock","9.99996e-05","537600","0","","0","0","1","0","0","0","0","0","0","5.37602e+09","fltmgr.sys","FltReleasePushLock","[Unknown]","0x1c0012d60"
"strncpy_s","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","ntoskrnl.exe","strncpy_s","[Unknown]","0x140509040"
"ObfReferenceObjectWithTag","9.99996e-05","268800","268800","1","0","0","1","0","0","0","0","0","0","2.68801e+09","ntoskrnl.exe","ObfReferenceObjectWithTag","[Unknown]","0x1403232d0"
"func@0x1403b4c90","9.99996e-05","537600","0","","0","0.1","0.9","0","0","0","0","0","0","5.37602e+09","ntoskrnl.exe","func@0x1403b4c90","[Unknown]","0x1403b4c90"
"func@0x1c0035e80","9.99996e-05","537600","0","","0","0","1","0","0","0","0","0","0","5.37602e+09","ntfs.sys","func@0x1c0035e80","[Unknown]","0x1c0035e80"
"func@0x1405db950","9.99996e-05","268800","0","","0","0","1","0","0","0","0","0","0","2.68801e+09","ntoskrnl.exe","func@0x1405db950","[Unknown]","0x1405db950"
"stbi__jpeg_get_bit","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","kip_sequential_profile.exe","stbi__jpeg_get_bit","stb_image.h","0x14001bd95"
"stbi__jpeg_get_bits","9.99996e-05","537600","0","","0","","","0","0","0","0","0","0","5.37602e+09","kip_sequential_profile.exe","stbi__jpeg_get_bits","stb_image.h","0x14001bf8f"
"func@0x140105d10","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","iastorvd.sys","func@0x140105d10","[Unknown]","0x140105d10"
"func@0x1800169bc","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","ntdll.dll","func@0x1800169bc","[Unknown]","0x1800169bc"
"func@0x18012ea3c","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","ntdll.dll","func@0x18012ea3c","[Unknown]","0x18012ea3c"
"IoFreeIrp","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","ntoskrnl.exe","IoFreeIrp","[Unknown]","0x140302630"
"func@0x140311c58","9.99996e-05","0","268800","0","0","","","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x140311c58","[Unknown]","0x140311c58"
"func@0x14041df9c","9.99996e-05","0","1075200","0","0","","","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x14041df9c","[Unknown]","0x14041df9c"
"func@0x1c0005cc7","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","dxgmms2.sys","func@0x1c0005cc7","[Unknown]","0x1c0005cc7"
"func@0x180095511","9.99996e-05","0","268800","0","0","0","1","0","0","0","0","0","0","0","ntdll.dll","func@0x180095511","[Unknown]","0x180095511"
"stbi__jpeg_get_bits","9.99996e-05","806400","2150400","0.375","0.1","0","0.9","0","0","0","0","0","0","8.06404e+09","kip_sequential_profile.exe","stbi__jpeg_get_bits","stb_image.h","0x14001c36c"
"func@0x180057a70","9.99996e-05","0","268800","0","0","0","1","0","0","0","0","0","0","0","ntdll.dll","func@0x180057a70","[Unknown]","0x180057a70"
"func@0x180172028","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","ntdll.dll","func@0x180172028","[Unknown]","0x180172028"
"func@0x1c002cca0","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","tcpip.sys","func@0x1c002cca0","[Unknown]","0x1c002cca0"
"func@0x1c001bf20","9.99996e-05","268800","0","","0","0","1","0","0","0","0","0","0","2.68801e+09","fltmgr.sys","func@0x1c001bf20","[Unknown]","0x1c001bf20"
"func@0x1c00055c0","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","dxgmms2.sys","func@0x1c00055c0","[Unknown]","0x1c00055c0"
"func@0x1c0012720","9.99996e-05","0","0","0","0","","","0","0","0","0","0","0","0","dxgmms2.sys","func@0x1c0012720","[Unknown]","0x1c0012720"
"ExAcquireResourceExclusiveLite","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","ntoskrnl.exe","ExAcquireResourceExclusiveLite","[Unknown]","0x14024f4b0"
"func@0x1408de20e","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x1408de20e","[Unknown]","0x1408de20e"
"FsRtlReleaseHeaderMutex","9.99996e-05","0","0","0","0","","","0","0","0","0","0","0","0","ntoskrnl.exe","FsRtlReleaseHeaderMutex","[Unknown]","0x140225f60"
"func@0x1c001bd70","9.99996e-05","0","0","0","0","","","0","0","0","0","0","0","0","fltmgr.sys","func@0x1c001bd70","[Unknown]","0x1c001bd70"
"func@0x1c005e860","9.99996e-05","0","268800","0","0","0","1","0","0","0","0","0","0","0","fltmgr.sys","func@0x1c005e860","[Unknown]","0x1c005e860"
"func@0x140258b80","9.99996e-05","806400","268800","3","0","0","1","0","0","0","0","0","0","8.06404e+09","ntoskrnl.exe","func@0x140258b80","[Unknown]","0x140258b80"
"func@0x18000a4d0","9.99996e-05","0","537600","0","0","0","1","0","0","0","0","0","0","0","ntdll.dll","func@0x18000a4d0","[Unknown]","0x18000a4d0"
